Burnside ,7.4,8.2,6.9,6.2,5.5,28.9,24,3.3,2,2.4,2.7,2.5,"4,686",0,0,0,55,35,0,0,0,0,0,0,43.6,39.4,Philippines,580,7,Vietnam,322,3.9,Malta,234,2.8,El Salvador,160,1.9,Ethiopia,156,1.9,Vietnamese,230,5.4,Spanish,215,5.1,Tagalog,149,3.5,Maltese,140,3.3,Filipino,138,3.3
Burwood East ,4.5,4.6,4.5,5.5,10.5,27,21.9,6.1,5.9,4.6,2.9,2,"10,601",0,0,0,0,0,23,2,2,1,0,2,47.6,43.2,China,2214,11.2,Greece,1016,5.2,India,682,3.5,Sri Lanka,584,3,Malaysia,528,2.7,Greek,1116,11.3,Mandarin,1093,11.1,Cantonese,666,6.8,Italian,273,2.8,Vietnamese,270,2.7
Burwood ,4.9,5,4.7,7.8,14.9,26.5,19.1,3.3,3.1,3.3,3.2,4.3,"14,030",0,0,0,60,128,0,3,3,0,2,0,43.1,37.1,China,3038,12.1,Malaysia,800,3.2,Sri Lanka,652,2.6,India,642,2.6,England,628,2.5,Mandarin,1476,11.7,Cantonese,647,5.1,Greek,559,4.4,Vietnamese,267,2.1,Sinhalese,239,1.9
Cairnlea ,7.9,8.2,7.6,7.6,7.2,34.4,22.4,2.3,0.9,0.6,0.5,0.4,"9,673",0,0,0,0,0,0,2,1,0,0,0,53,50.1,Vietnam,3132,18.6,Philippines,982,5.8,India,448,2.7,FYR Macedonia,362,2.2,Bosnia and Herzegovina,338,2,Vietnamese,2292,27.2,Cantonese,445,5.3,Tagalog,332,3.9,Macedonian,320,3.8,Filipino,234,2.8
California Gully ,7.7,7.8,7,6.7,6.1,25.3,21.6,4.7,4.9,3.4,2.6,2.2,"4,410",0,0,0,0,67,0,1,1,0,0,0,4.3,1.3,England,158,2,New Zealand,54,0.7,Scotland,36,0.4,Germany,22,0.3,India,12,0.1,Auslan,23,0.6,Indonesian,6,0.1,Dutch,5,0.1,Nuer,5,0.1,Russian,<5,n/a
Camberwell ,4.8,6.6,6.4,7.3,7.6,23.4,27.1,5,3.2,2.5,2.6,3.6,"21,043",0,0,0,395,358,34,5,3,1,0,0,26.9,17.5,England,1604,4.1,China,1046,2.7,New Zealand,844,2.2,India,708,1.8,Malaysia,678,1.7,Mandarin,663,3.4,Greek,568,2.9,Cantonese,421,2.2,Italian,392,2,French,165,0.8
Campbellfield ,7.8,6.7,7.2,6.9,7.8,27.9,19.7,5.7,4.4,3.1,1.7,1.1,"5,730",0,0,0,0,0,0,1,1,0,0,0,54.9,52.4,Iraq,1372,13.7,Lebanon,826,8.2,Italy,742,7.4,Turkey,432,4.3,Greece,272,2.7,Arabic,1496,29.7,Italian,491,9.7,Turkish,409,8.1,Chaldean (Neo-Aramaic),404,8,Greek,289,5.7
Canadian ,8.1,6.4,6.2,6.2,10.4,31.4,20.9,3.7,2.6,1.4,1.3,1.6,"3,304",0,0,0,0,0,46,0,1,0,0,0,10.7,6.7,England,110,1.8,China,104,1.7,India,68,1.1,Netherlands,46,0.7,Papua New Guinea,40,0.6,Mandarin,44,1.4,Arabic,10,0.3,Telugu,10,0.3,German,8,0.3,Persian (excluding Dari),8,0.3
Canterbury ,3.8,5.9,7,8.1,7.9,19,29.6,4.8,3.5,3.2,2.8,4.6,"8,198",1,1,0,58,127,0,5,1,2,2,0,26.2,15.9,England,690,4.5,China,584,3.8,New Zealand,322,2.1,Malaysia,302,2,India,160,1,Mandarin,386,5.1,Greek,127,1.7,Cantonese,121,1.6,Italian,103,1.3,French,60,0.8
Carlton North ,4.4,3.1,2.6,2.6,13.9,45.1,18.5,3.6,1.8,1.7,1.5,1.1,"6,644",0,0,1,0,0,0,0,1,0,0,0,26.5,15.7,England,464,4,New Zealand,414,3.5,Italy,362,3.1,Malaysia,174,1.5,China,146,1.2,Italian,338,5.7,Greek,133,2.2,Mandarin,112,1.9,French,67,1.1,Spanish,53,0.9
Carlton ,3,2.4,1.9,8.4,30.8,37.1,10.8,2,1.4,1,0.7,0.5,"14,602",1,0,0,0,0,0,3,2,1,0,0,63,55.3,China,2668,11.2,Malaysia,2458,10.3,Singapore,1120,4.7,Indonesia,1014,4.2,Hong Kong,656,2.7,Mandarin,2018,16.8,Cantonese,862,7.2,Indonesian,411,3.4,Somali,399,3.3,Arabic,326,2.7
Carnegie ,6,4.7,3.8,3.9,8.8,37.9,20.7,3.7,3,2.7,2,2.8,"17,289",0,0,0,129,104,89,1,3,0,0,0,44.4,37,India,2722,8.8,China,1776,5.8,England,800,2.6,Greece,686,2.2,Ukraine,638,2.1,Mandarin,920,5.9,Greek,808,5.2,Russian,807,5.2,Hindi,387,2.5,Cantonese,378,2.4
Caroline Springs ,10.5,9.5,7.6,6.1,5.5,39.5,17.4,1.6,1.1,0.5,0.3,0.2,"22,029",0,0,0,0,0,0,2,3,2,3,0,39.2,33.2,Philippines,2360,6,India,1758,4.5,New Zealand,814,2.1,Vietnam,732,1.9,Malta,610,1.6,Tagalog,609,3.1,Filipino,581,3,Vietnamese,548,2.8,Spanish,470,2.4,Maltese,435,2.2
Carrum Downs ,7.6,6.6,6.4,7,7.1,32.1,23.1,3.1,2.3,1.6,1.6,1.5,"19,895",0,0,0,150,72,0,4,3,1,0,0,25.2,15,England,1598,4.5,New Zealand,1022,2.9,India,852,2.4,Philippines,508,1.4,Scotland,400,1.1,Hindi,212,1.2,Tamil,174,1,Dutch,155,0.9,Greek,146,0.8,Italian,126,0.7
Carrum ,7,5.1,4,5.1,5.9,31.2,25.8,5.9,3.7,2.4,1.9,2.1,"3,734",0,0,0,0,0,0,0,1,0,0,0,22,10.6,England,428,6.4,New Zealand,174,2.6,Italy,56,0.8,Netherlands,56,0.8,Scotland,52,0.8,Greek,35,1,Italian,28,0.8,Russian,27,0.8,Japanese,24,0.7,German,18,0.5
Caulfield East ,4.1,4.6,2.7,4.9,15.9,34,24.1,4.5,2.2,1.2,0.8,0.9,"1,295",0,0,0,0,0,0,0,0,1,0,0,40.4,33,China,172,7.2,India,136,5.7,New Zealand,58,2.4,England,56,2.4,Sri Lanka,42,1.8,Mandarin,92,7.8,Greek,41,3.5,Italian,18,1.5,Gujarati,17,1.4,Hindi,16,1.4
Caulfield North ,5.9,5.3,4.8,5.5,8.8,30.3,23.1,4.2,2.8,2.6,2.7,4,"15,428",0,2,0,95,110,40,2,2,1,1,0,37.1,26.4,Poland,1034,3.8,South Africa,972,3.6,Israel,844,3.1,China,754,2.8,England,746,2.8,Hebrew,709,5.2,Russian,475,3.5,Mandarin,327,2.4,Yiddish,270,2,Greek,242,1.8
Caulfield South ,6.7,6.1,5.4,5.5,6.2,28.6,26,4.5,2.8,2.6,2.3,3.1,"11,911",1,1,0,108,19,0,2,3,0,1,0,38.7,25.7,South Africa,1362,6.4,England,654,3.1,Israel,628,2.9,Poland,556,2.6,Ukraine,520,2.4,Russian,675,6.3,Hebrew,402,3.7,Greek,350,3.3,Mandarin,156,1.5,Yiddish,145,1.3
Caulfield ,5.5,5.9,4.3,5,6.6,27.4,23.4,5.2,3.9,3.5,3.3,6,"5,443",1,1,1,117,33,31,0,0,0,0,0,44.5,33.2,South Africa,638,6.6,Israel,432,4.5,Poland,376,3.9,Ukraine,272,2.8,India,232,2.4,Russian,369,7.6,Hebrew,297,6.1,Greek,210,4.3,Mandarin,106,2.2,Polish,86,1.8
Chadstone ,6.1,3.8,3.3,5.2,12.3,35.6,20.6,3.6,3.2,2.8,2.1,1.5,"8,360",0,0,1,0,0,0,0,1,1,0,0,49.3,44.3,China,1330,9,India,656,4.5,Greece,550,3.7,Sri Lanka,512,3.5,Italy,310,2.1,Mandarin,698,9.4,Greek,634,8.6,Cantonese,289,3.9,Italian,269,3.6,Sinhalese,197,2.7
Chelsea Heights ,7.7,7.1,6.4,6.6,6,29.6,25.5,4.2,3.1,1.9,1.1,0.7,"5,375",0,0,0,0,0,0,1,1,0,0,0,27.4,18.1,England,476,4.8,India,260,2.6,New Zealand,228,2.3,Philippines,202,2,Sri Lanka,122,1.2,Greek,102,2,Spanish,79,1.6,Italian,60,1.2,Mandarin,47,0.9,Turkish,44,0.9
Chelsea ,7.1,4.6,3.5,3.7,5.9,32.7,22.7,5,4,3.5,3.5,3.9,"7,571",0,0,1,30,158,0,3,2,0,0,0,26.5,15.2,England,766,5.6,New Zealand,268,2,India,262,1.9,Scotland,190,1.4,China,156,1.1,Greek,121,1.8,Russian,103,1.5,Italian,83,1.2,Mandarin,81,1.2,Spanish,58,0.8
Cheltenham ,6.5,5.7,4.7,5.3,6.1,28.7,23.5,5.1,4,3.7,3.1,3.6,"21,311",0,1,2,10,195,73,4,5,1,0,0,27.6,18.1,England,1670,4.3,Greece,964,2.5,India,796,2.1,New Zealand,660,1.7,China,600,1.6,Greek,1001,5.2,Italian,363,1.9,Mandarin,300,1.5,Russian,298,1.5,Turkish,192,1
Chirnside Park ,5.1,6.1,6.7,7.1,8.1,24.9,26.6,5.9,4.1,2.6,1.7,1.1,"8,624",0,0,0,0,0,0,3,0,0,1,0,20.8,10.3,England,1064,6.6,Italy,346,2.2,New Zealand,214,1.3,Germany,190,1.2,Netherlands,176,1.1,Italian,218,2.7,German,65,0.8,Dutch,45,0.6,Polish,38,0.5,Arabic,30,0.4
Clarinda ,4.2,4.8,5.2,6.4,7.8,26.3,27.4,5.1,4.5,3.9,2.3,2.2,"7,848",0,0,1,121,72,75,1,2,0,0,0,54,50.1,India,1282,9,Greece,902,6.3,Cambodia,560,3.9,Sri Lanka,482,3.4,Vietnam,452,3.2,Greek,1067,14.9,Khmer,285,4,Italian,262,3.7,Cantonese,248,3.5,Vietnamese,203,2.8
Clayton South ,6.1,4.6,4,5,9.5,35.4,20.1,4.4,4.2,3.1,2.2,1.3,"12,516",0,0,1,0,0,0,1,2,1,0,0,64.7,60.4,India,3214,14.7,China,1468,6.7,Greece,1392,6.3,Vietnam,1044,4.8,Cambodia,730,3.3,Greek,1276,11.6,Mandarin,766,7,Punjabi,676,6.2,Cantonese,545,5,Vietnamese,478,4.4
Clayton ,4.4,3.1,2.3,7,25.3,34.3,11.9,2.3,2.2,2.3,2.2,2.8,"16,846",1,4,1,75,242,0,1,2,1,0,0,70.3,65.5,China,5214,17.8,India,3056,10.5,Malaysia,1586,5.4,Indonesia,1018,3.5,Greece,1014,3.5,Mandarin,2727,18.6,Greek,964,6.6,Cantonese,763,5.2,Italian,482,3.3,Indonesian,472,3.2
Clematis ,7.6,8.2,6,4.6,6,23.9,30.2,5.2,4.6,2.4,0.8,0.5,368,0,0,0,0,0,0,0,0,0,0,0,16,4.7,England,42,6.1,New Zealand,16,2.3,South Africa,16,2.3,United States of America,16,2.3,Italy,8,1.2,Mandarin,<5,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
Clifton Hill ,5.7,4.7,3.4,3.6,7.8,40.6,25.3,3.3,1.9,1.7,1.1,0.9,"6,297",0,0,0,0,43,0,1,3,0,0,0,23.3,12.8,England,484,4.4,New Zealand,316,2.9,Greece,250,2.3,Malaysia,152,1.4,United States of America,142,1.3,Greek,240,4.3,Italian,124,2.2,Spanish,52,0.9,Vietnamese,49,0.9,German,43,0.8
Coburg North ,6.8,5.5,4.6,4.3,7.8,33.4,20.8,3.6,3.7,3.5,2.7,3.4,"6,923",0,0,0,31,30,0,3,0,1,0,0,38.7,32.8,Italy,984,8.1,Greece,416,3.4,India,350,2.9,Lebanon,334,2.7,China,250,2.1,Italian,728,11.9,Greek,400,6.5,Arabic,369,6,Turkish,173,2.8,Mandarin,115,1.9
Coburg ,7,5.4,4.3,4.6,8.7,36.4,21,3,3.1,2.7,2.1,1.7,"26,503",0,2,2,75,95,0,5,7,1,1,1,35.9,30.6,Italy,3482,7.4,Greece,1760,3.7,Lebanon,1534,3.3,India,1048,2.2,England,910,1.9,Italian,2771,11.7,Greek,1846,7.8,Arabic,1845,7.8,Turkish,605,2.6,Mandarin,473,2
Cockatoo ,6.7,6.9,8,8.3,5.9,29.2,28.6,3.3,1.6,0.4,0.4,0.5,"3,891",0,0,1,0,0,0,1,1,0,0,0,13.8,5.2,England,430,6.1,Netherlands,110,1.6,New Zealand,108,1.5,Scotland,46,0.7,Germany,32,0.5,German,19,0.5,Dutch,9,0.3,Polish,9,0.3,Czech,7,0.2,Afrikaans,6,0.2
Coldstream ,7.6,8.8,6.2,7.5,6.4,27.3,27.7,4,1.2,1.1,1.9,0.3,"1,770",0,0,0,0,0,0,1,1,0,0,0,12,2.6,England,198,5.9,Netherlands,52,1.5,Scotland,48,1.4,New Zealand,40,1.2,South Africa,12,0.4,French,10,0.6,German,5,0.3,Dutch,5,0.3,Greek,<5,n/a,Italian,<5,n/a
Collingwood ,5.6,3.7,3.2,2.8,7.6,51.2,18.1,2.5,1.7,1.5,1,1.1,"7,090",0,0,1,30,0,0,0,1,0,1,1,37.7,27.8,Vietnam,796,7.1,New Zealand,400,3.6,England,374,3.3,China,314,2.8,Ethiopia,184,1.6,Vietnamese,506,9,Greek,163,2.9,Arabic,157,2.8,Mandarin,145,2.6,Cantonese,134,2.4
Coolaroo ,6.9,7.1,7.1,8.3,8,24.6,21.2,5.7,5.1,3.2,2,0.9,"3,345",0,0,0,15,45,0,1,1,0,1,0,43.6,39.7,Iraq,662,11,Turkey,438,7.3,Lebanon,256,4.2,India,128,2.1,Malta,108,1.8,Turkish,448,14.8,Arabic,445,14.7,Assyrian (Neo-Aramaic),250,8.2,Chaldean (Neo-Aramaic),88,2.9,Vietnamese,62,2
Corio ,7.1,6.6,6.8,9.9,7,25.5,24.5,4.4,3.1,2.5,1.5,1,"15,433",0,0,1,0,0,0,3,1,0,2,0,21.6,14.9,England,1078,3.8,Netherlands,386,1.4,Philippines,362,1.3,Croatia,342,1.2,Burma (Myanmar),324,1.1,Karen,241,1.7,Croatian,185,1.3,Vietnamese,134,0.9,Serbian,128,0.9,Bosnian,117,0.8
Craigieburn ,9.8,8.1,7.3,7.3,7.7,35.6,19.6,2,1.3,0.8,0.5,0.2,"36,549",1,0,1,0,0,0,2,6,1,1,0,33.6,28.5,India,3682,5.9,Sri Lanka,1802,2.9,Iraq,1788,2.9,New Zealand,1564,2.5,Turkey,1260,2,Turkish,1530,4.9,Arabic,1156,3.7,Sinhalese,1081,3.4,Italian,1050,3.3,Punjabi,1007,3.2
Cranbourne East ,10.6,8.4,6.4,4.9,5.6,36.9,15.7,2.7,2.8,2.5,2,1.5,"9,577",0,0,0,60,60,0,2,1,1,2,1,31.5,20.9,India,820,5.2,England,720,4.6,New Zealand,448,2.9,Sri Lanka,374,2.4,Philippines,174,1.1,Sinhalese,162,2.1,Punjabi,113,1.4,Malayalam,104,1.3,Spanish,96,1.2,Hindi,80,1
Cranbourne North ,9.2,7.9,7.4,7.5,7.6,34.4,20,2.5,1.7,0.9,0.6,0.3,"15,816",0,0,0,0,0,0,2,2,2,0,0,32.5,23.8,India,1242,4.5,England,1098,3.9,New Zealand,724,2.6,Sri Lanka,704,2.5,Philippines,568,2,Sinhalese,308,2.2,Spanish,217,1.6,Dari,199,1.4,Hindi,172,1.2,Punjabi,161,1.2
Cranbourne South ,3.3,5.4,5.8,10.7,9.5,19.8,33.8,3.7,3.5,2.5,1.9,0,515,0,0,0,0,0,0,0,0,0,0,0,15.1,8.2,England,58,6.2,Netherlands,18,1.9,Romania,14,1.5,Northern Ireland,12,1.3,New Zealand,10,1.1,Greek,6,1.3,Romanian,5,1.1,Italian,<5,n/a,Serbian,<5,n/a,Croatian,<5,n/a
Cranbourne ,8,6.6,6.5,7,8,30.7,23.3,3.3,2.3,1.8,1.4,1,"19,932",1,0,1,50,10,39,10,6,1,0,0,28.3,18.4,England,1474,4.2,New Zealand,1172,3.3,India,1084,3.1,Philippines,500,1.4,Sri Lanka,464,1.3,Samoan,224,1.3,Hindi,197,1.1,Dari,166,0.9,Italian,164,0.9,Spanish,159,0.9
Cranbourne West ,11,8.4,7.4,7,7,36.4,17.5,1.9,1.4,0.9,0.8,0.5,"9,622",0,0,0,0,0,0,2,0,1,0,0,32.3,22.9,New Zealand,868,5.2,India,850,5.1,England,466,2.8,Sri Lanka,434,2.6,Philippines,286,1.7,Samoan,219,2.6,Sinhalese,153,1.8,Tamil,142,1.7,Hindi,130,1.5,Punjabi,128,1.5
Cremorne ,5.1,3.9,1.2,2.3,7,63.1,13.5,1.4,1.1,0.8,0.4,0.2,"1,667",0,0,0,0,0,0,0,0,0,0,0,25.7,10.5,New Zealand,154,5.3,England,122,4.2,Ireland,64,2.2,Greece,60,2.1,United States of America,38,1.3,Greek,56,3.9,Italian,25,1.7,Cantonese,16,1.1,French,11,0.8,Spanish,10,0.7
Crib Point ,7.1,6.6,6.4,6.6,8.5,27.4,27,4.3,2.9,1.3,1.2,0.6,"2,942",0,0,0,0,0,0,0,2,0,0,0,13.1,3.3,England,362,6.9,New Zealand,80,1.5,Scotland,66,1.3,Netherlands,54,1,Slovenia,16,0.3,Japanese,13,0.5,French,10,0.4,Slovene,5,0.2,Mandarin,5,0.2,German,<5,n/a
Croydon Hills ,5.1,7,8.6,10.2,7.6,23.5,29.1,3.2,2.5,1.4,1.1,0.7,"5,343",0,0,0,0,0,0,0,2,1,0,0,16,7.9,England,384,3.8,South Africa,154,1.5,Scotland,112,1.1,New Zealand,100,1,Netherlands,82,0.8,Italian,46,0.9,Mandarin,38,0.7,Afrikaans,27,0.5,Greek,26,0.5,German,23,0.5
Croydon North ,5.9,5.7,7.1,7.5,7.7,24.3,28.9,4.1,2.9,2.1,1.8,2,"7,970",0,0,0,85,75,123,1,2,0,0,0,18.6,8.3,England,874,5.9,South Africa,158,1.1,New Zealand,154,1,Germany,144,1,Scotland,116,0.8,Italian,85,1.1,Mandarin,68,0.9,Cantonese,57,0.8,German,46,0.6,Afrikaans,35,0.5
Croydon South ,7,5.8,6,5.2,7.4,31.3,23.5,4.6,4,2.7,1.3,1.2,"4,752",0,0,0,0,0,0,0,0,0,0,1,18.6,10.6,England,464,5.3,New Zealand,130,1.5,China,100,1.1,Netherlands,82,0.9,Philippines,74,0.8,Mandarin,48,1.1,Vietnamese,26,0.6,Persian (excluding Dari),19,0.4,German,18,0.4,Hindi,18,0.4
Croydon ,6.5,5.3,4.9,5.5,6.5,29,23.6,5,4,3.2,3.1,3.2,"24,557",0,1,0,132,179,45,10,5,2,0,0,21.8,11.8,England,2674,5.9,Burma (Myanmar),704,1.6,New Zealand,610,1.4,China,546,1.2,India,546,1.2,Mandarin,302,1.3,Italian,155,0.7,Dutch,147,0.6,Chin_Haka,142,0.6,German,139,0.6
Dallas ,7.6,8,7.4,7.2,8.2,27.6,20.5,4.2,3.6,3.1,2,0.7,"6,778",0,0,0,0,0,0,2,2,0,1,1,49,45.7,Turkey,1784,15.5,Iraq,856,7.4,Lebanon,470,4.1,New Zealand,190,1.6,Malta,188,1.6,Turkish,1713,29.3,Arabic,1039,17.7,Assyrian (Neo-Aramaic),223,3.8,Vietnamese,145,2.5,Chaldean (Neo-Aramaic),113,1.9
Dandenong North ,6.5,5.9,5.9,6.7,7.2,27.7,25.3,4.9,3.4,2.9,1.8,1.8,"22,992",0,0,0,145,87,41,3,4,1,0,0,52.5,46.2,Sri Lanka,2158,5.2,India,2004,4.8,Vietnam,1020,2.5,Bosnia and Herzegovina,952,2.3,Afghanistan,936,2.3,Greek,973,4.7,Arabic,964,4.6,Serbian,893,4.3,Vietnamese,802,3.9,Italian,666,3.2
Dandenong ,8.2,5.4,5.3,5.9,8.3,35.4,18.8,3.1,2.9,2.6,2.1,2,"27,378",1,4,2,125,157,165,4,6,2,0,1,67,62.3,India,5528,12,Afghanistan,3264,7.1,Sri Lanka,3128,6.8,China,1576,3.4,FYR Macedonia,1468,3.2,Albanian,1599,6.9,Dari,1167,5.1,Tamil,947,4.1,Sinhalese,927,4,Punjabi,910,3.9
Deepdene ,3.6,4.7,5.9,7.8,9.7,17.3,27.9,4.9,5.3,3.3,3.5,6.1,"2,473",0,0,0,0,0,57,2,2,0,1,0,29.5,23.5,China,328,7.3,England,112,2.5,Malaysia,106,2.4,India,78,1.7,Hong Kong,68,1.5,Mandarin,195,8.6,Cantonese,81,3.6,Greek,51,2.2,Italian,42,1.8,Indonesian,20,0.9
Deer Park ,8,6.1,5.7,5.7,7.8,35,22,3.8,2.5,1.6,1,0.7,"17,803",0,0,1,0,0,0,3,3,0,0,0,49.8,44.3,Vietnam,2228,7.5,Philippines,1512,5.1,India,1146,3.9,Malta,1008,3.4,New Zealand,860,2.9,Vietnamese,1626,10.9,Maltese,578,3.9,Italian,471,3.2,Tagalog,391,2.6,Spanish,389,2.6
Delacombe ,7.2,6.9,7.5,7.7,7.6,26.6,23.8,4.1,3,2.7,1.6,1.3,"5,172",0,0,0,0,0,0,1,2,0,0,0,7.5,3.9,England,202,2.2,New Zealand,106,1.1,Netherlands,74,0.8,Germany,46,0.5,Scotland,38,0.4,Nuer,18,0.4,Arabic,16,0.3,Croatian,11,0.2,Mandarin,11,0.2,Dinka,11,0.2
Delahey ,6,6.9,7.4,9.1,7.6,29.2,25.5,3.5,2,1.2,0.7,0.9,"8,776",0,0,1,55,47,0,1,1,1,0,0,48.8,45.5,Vietnam,1008,6.4,Philippines,954,6,India,618,3.9,FYR Macedonia,536,3.4,Malta,516,3.3,Vietnamese,844,10.6,Macedonian,486,6.1,Hakka,352,4.4,Maltese,313,3.9,Tagalog,256,3.2
Derrimut ,14.1,8.3,5.3,4.9,6.8,46.4,12.4,1,0.5,0,0.2,0.1,"6,765",0,0,0,0,0,0,0,2,0,0,0,50.6,45.5,Philippines,1032,9.2,Vietnam,964,8.6,India,554,4.9,New Zealand,354,3.1,China,230,2,Vietnamese,714,12.8,Filipino,255,4.6,Tagalog,249,4.5,Cantonese,155,2.8,Mandarin,130,2.3
Devon Meadows ,4.1,4.8,8.3,8.2,6.8,21.3,31.3,8.2,2.8,0.4,2.3,1.4,916,0,0,0,0,0,0,0,0,0,0,0,17.8,9.6,England,102,6.3,Netherlands,34,2.1,FYR Macedonia,16,1,Germany,16,1,Scotland,16,1,Greek,17,2.1,Albanian,17,2.1,Italian,7,0.9,German,6,0.7,Thai,5,0.6
Diamond Creek ,5.9,6.8,7.8,8.6,8.5,26,28.4,2.9,2.1,1.4,0.6,0.9,"11,372",0,0,0,0,0,25,3,3,1,0,0,13.4,6.2,England,962,4.5,Italy,242,1.1,Scotland,198,0.9,New Zealand,184,0.9,Germany,102,0.5,Italian,209,2,Macedonian,70,0.7,Greek,67,0.6,Spanish,29,0.3,German,28,0.3
Dingley Village ,5.6,5.5,6.1,7,6.7,22.6,28.8,5.7,4.4,3.2,2.4,2.1,"10,675",0,0,0,20,42,0,2,3,0,0,0,23.5,14.2,England,1018,5.1,India,356,1.8,New Zealand,288,1.5,Sri Lanka,268,1.4,Greece,256,1.3,Greek,378,3.8,Italian,146,1.5,Vietnamese,111,1.1,Turkish,95,1,Arabic,58,0.6
Docklands ,3.6,1.4,0.9,3.4,14.2,49.4,21.5,3.2,1.3,0.7,0.2,0.2,"6,640",0,1,0,0,0,0,0,0,0,0,0,56.1,43.2,China,938,9.8,India,708,7.4,England,440,4.6,New Zealand,406,4.3,Malaysia,398,4.2,Mandarin,486,10.2,Cantonese,257,5.4,Hindi,132,2.8,Korean,109,2.3,Arabic,83,1.7
Doncaster East ,4.8,5,5.9,6.7,7.2,25.5,26.3,5.5,4.8,3.5,2.6,2.1,"28,551",0,1,1,69,50,23,9,5,1,0,0,44.2,38.1,China,4278,8.2,Malaysia,2518,4.8,Hong Kong,2506,4.8,Greece,1420,2.7,Italy,1204,2.3,Cantonese,3628,13.8,Mandarin,2192,8.3,Greek,1825,6.9,Italian,988,3.8,Arabic,528,2
Doncaster ,4.4,4.5,4.5,5.5,7.1,25.2,25.1,6.3,6,5.2,3.6,2.7,"19,527",0,0,1,75,75,0,4,3,1,0,0,47.5,42.5,China,3982,11.3,Greece,1642,4.6,Italy,1310,3.7,Malaysia,1298,3.7,Hong Kong,1088,3.1,Mandarin,2057,11.6,Cantonese,1820,10.2,Greek,1808,10.2,Italian,928,5.2,Korean,249,1.4
Donvale ,4.7,5.8,6.5,6.6,6.8,22.8,27.9,6.1,4.3,3.1,2.6,2.8,"12,173",0,0,0,120,60,111,3,2,1,1,1,29.5,22.1,China,798,3.5,England,734,3.2,Malaysia,558,2.4,Hong Kong,516,2.3,Italy,472,2.1,Cantonese,693,6,Italian,450,3.9,Greek,429,3.7,Mandarin,377,3.3,Arabic,153,1.3
Doreen ,12.1,10.4,6.9,4.9,5.3,41,15.3,2.3,0.9,0.5,0.3,0.1,"12,852",0,0,0,0,0,0,1,1,0,0,0,12.2,5.9,England,778,3.7,New Zealand,184,0.9,South Africa,118,0.6,Italy,116,0.5,Scotland,76,0.4,Italian,220,2.1,Greek,105,1,Macedonian,91,0.9,Arabic,57,0.5,Spanish,42,0.4
Doveton ,7.6,6.6,6.1,6.5,7.7,30.1,21.5,3.9,3.2,2.9,2.5,1.3,"9,007",0,0,1,100,0,0,1,1,0,1,0,51.4,44.2,India,984,6.3,Sri Lanka,662,4.3,Afghanistan,524,3.4,New Zealand,410,2.6,England,398,2.6,Serbian,405,5.2,Tamil,231,3,Arabic,207,2.7,Dari,195,2.5,Sinhalese,187,2.4
Dromana ,4.3,5.2,5.3,4.9,3.8,21.4,26.9,9.1,6.9,4.5,4.5,3.2,"5,146",0,0,0,0,0,0,2,1,0,0,0,19.4,10.2,England,542,5.9,Italy,184,2,Greece,166,1.8,New Zealand,130,1.4,Germany,88,1,Greek,127,2.7,Italian,122,2.6,German,16,0.3,Dutch,16,0.3,Croatian,16,0.3
Drumcondra ,6.8,3.7,4.7,4.8,5.7,21.2,34.7,7.1,4.2,1.9,2.5,2.6,645,0,0,0,0,0,0,0,0,0,0,0,15.4,8.6,England,58,5.1,China,20,1.7,Netherlands,20,1.7,Germany,18,1.6,Italy,16,1.4,Italian,11,1.9,Croatian,11,1.9,Ukrainian,9,1.6,Macedonian,6,1,Arabic,6,1
Eaglehawk ,8.2,5.5,5.9,6.3,5.7,25.5,25.4,5.5,4.4,3.1,2.5,2,"4,875",0,0,1,0,0,0,1,2,1,0,0,4.4,1.8,England,170,1.9,Scotland,40,0.5,New Zealand,26,0.3,Netherlands,24,0.3,Philippines,22,0.2,Greek,7,0.2,Mandarin,7,0.2,Tagalog,6,0.1,Russian,5,0.1,Turkish,5,0.1
Eaglemont ,4.7,6.5,6,7.2,8.4,21.5,31.3,5.2,2.9,2.5,1.9,1.9,"4,067",0,0,0,0,0,0,0,0,0,0,0,21.3,14.5,Italy,280,3.7,England,252,3.3,China,122,1.6,Greece,100,1.3,India,76,1,Italian,282,7.4,Greek,135,3.5,Mandarin,72,1.9,Cantonese,35,0.9,Arabic,24,0.6
East Bendigo ,5.4,5,4.4,6.2,8.9,24.8,24.6,4.7,4.9,3.7,3.3,4,"2,187",0,0,0,0,0,67,0,0,0,0,0,6.3,3.5,England,88,2.1,New Zealand,42,1,Sri Lanka,22,0.5,India,20,0.5,Scotland,12,0.3,Sinhalese,13,0.6,Arabic,7,0.3,Bengali,5,0.2,Filipino,5,0.2,Gujarati,<5,n/a
East Geelong ,7,5.2,5.1,4.7,7.2,31.7,27.2,3.6,2.2,2.1,1.7,2.2,"3,973",0,0,0,0,0,0,2,1,1,0,0,13.4,6.6,England,246,3.3,New Zealand,114,1.5,Italy,90,1.2,India,68,0.9,Scotland,68,0.9,Italian,97,2.6,Greek,44,1.2,French,19,0.5,Mandarin,19,0.5,Croatian,15,0.4
